,
,
Time,Flow Rate
1,-0.05801
2,-0.05783
3,-0.05829
4,-0.05862
5,-0.05866
6,-0.05837
7,-0.05767
8,-0.05761
9,-0.05791
10,-0.05844
11,-0.05852
12,-0.05815
13,-0.05801
14,-0.05759
15,-0.05807
16,-0.05893
17,-0.05897
18,-0.05944
19,-0.0595
20,-0.0588
21,-0.05864
22,-0.05816
23,-0.05698
24,-0.05667
25,-0.05624
26,-0.05601
27,-0.05656
28,-0.05444
29,0.255019
30,0.586911
31,0.874183
32,1.101183
33,1.120261
34,1.051161
35,1.011921
36,1.001093
37,0.996866
38,0.993267
39,0.994851
40,0.990804
41,0.988621
42,0.987499
43,0.987082
44,0.988105
45,0.986054
46,0.986422
47,0.986563
48,0.983965
49,0.985442
50,0.984349
51,0.980887
52,0.982696
53,0.979649
54,0.98213
55,0.98449
56,0.984623
57,0.985774
58,0.981551
59,0.981887
60,0.982375
61,0.986287
62,0.987597
63,0.987431
64,0.986046
65,0.983994
66,0.987283
67,0.986672
68,0.990382
69,0.990527
70,0.988762
71,0.990341
72,0.98593
73,0.989319
74,0.992443
75,0.99006
76,0.994729
77,0.991245
78,0.988904
79,0.991455
80,0.988155
81,0.992078
82,0.990729
83,0.992136
84,0.994122
85,0.993478
86,0.99597
87,0.994982
88,0.994464
89,0.993114
90,0.993561
91,0.994777
92,0.9938
93,0.994867
94,0.994469
95,0.994535
96,0.995208
97,0.994621
98,0.997823
99,0.995852
100,0.99336
101,0.996007
102,0.99216
103,0.993848
104,0.999588
105,0.998324
106,0.996509
107,0.99699
108,0.99731
109,0.996208
110,0.998888
111,0.998739
112,0.997784
113,0.99602
114,0.997289
115,0.99562
116,0.996337
117,1.000603
118,0.999559
119,0.998958
120,1.001155
121,0.999217
122,0.999971
123,1.001454
124,0.998635
125,0.998321
126,0.995609
127,0.977447
128,0.956837
129,0.9378
130,0.918427
131,0.914085
132,0.907399
133,0.895277
134,0.879563
135,0.859674
136,0.846369
137,0.833092
138,0.828939
139,0.827329
140,0.829707
141,0.831547
142,0.830047
143,0.832015
144,0.828143
145,0.827567
146,0.829161
147,0.829129
148,0.829872
149,0.830012
150,0.827896
151,0.830076
152,0.831308
153,0.8309
154,0.833181
155,0.830799
156,0.830796
157,0.829706
158,0.832313
159,0.832206
160,0.831354
161,0.830575
162,0.827659
163,0.828904
164,0.82955
165,0.833366
166,0.832873
167,0.83206
168,0.831738
169,0.828798
170,0.830311
171,0.830458
172,0.829667
173,0.830092
174,0.829959
175,0.830706
176,0.830687
177,0.833903
178,0.831987
179,0.830046
180,0.83016
181,0.826867
182,0.826906
183,0.82917
184,0.829171
185,0.83111
186,0.8313
187,0.830474
188,0.830318
189,0.82791
190,0.827394
191,0.828948
192,0.831104
193,0.829352
194,0.82865
195,0.831308
196,0.830595
197,0.831263
198,0.833022
199,0.829009
200,0.828333
201,0.829628
202,0.831769
203,0.82835
204,0.827889
205,0.827926
206,0.824202
207,0.816907
208,0.805485
209,0.78709
210,0.757512
211,0.73993
212,0.719167
213,0.708535
214,0.710098
215,0.709908
216,0.710429
217,0.710961
218,0.710619
219,0.708913
220,0.713951
221,0.712332
222,0.709695
223,0.710291
224,0.709766
